FID_WDPA_O,WDPAID,WDPA_PID,NAME,ORIG_NAME,DESIG_ENG,DESIG_TYPE,IUCN,INT_CRIT,STATUS,STATUS_YR,GOV_TYPE,OWN_TYPE,MANG_AUTH,MANG_PLAN,VERIF,METADATAID,SUB_LOC,PARENT_ISO,ISO3,SUPP_INFO,CONS_OBJ,SCAPENAME,PROGRAM,COUNTRY,Region,sq_km
13995,68242,68242,Lake George,Lake George,"Ramsar Site, Wetland of International Importance",International,Not Reported,Not Reported,Designated,1988,Not Reported,Not Reported,Not Reported,Management plan is not implented and not available,State Verified,1856,UG-406,UGA,UGA,Not Applicable,Not Applicable,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Central Africa,0
2726,7438,7438,Rungwa River G.C.A.,Rungwa River G.C.A.,Game Reserve,National,IV,Not Applicable,Designated,1951,Federal or national ministry or agency,Not Reported,Tanzania National Parks (TANAPA),Not Reported,State Verified,1744,Not Reported,TZA,TZA,Not Applicable,Not Applicable,Greater Ruaha Katavi,,Tanzania,East Africa West Indian Ocean,0
56969,301543,301543,Nyonga,Nyonga,Forest Reserve,National,Not Reported,Not Applicable,Designated,1954,Federal or national ministry or agency,Not Reported,Tanzania Forest Services (TFS) Agency,Not Reported,State Verified,1747,TZ-20,TZA,TZA,Not Applicable,Not Applicable,Greater Ruaha Katavi,,Tanzania,East Africa West Indian Ocean,0
56978,301552,301552,Rukwa,Rukwa,Forest Reserve,National,Not Reported,Not Applicable,Designated,1961,Federal or national ministry or agency,Not Reported,Tanzania Forest Services (TFS) Agency,Not Reported,State Verified,1747,TZ-20,TZA,TZA,Not Applicable,Not Applicable,Greater Ruaha Katavi,,Tanzania,East Africa West Indian Ocean,0
2726,7438,7438,Rungwa River G.C.A.,Rungwa River G.C.A.,Game Reserve,National,IV,Not Applicable,Designated,1951,Federal or national ministry or agency,Not Reported,Tanzania National Parks (TANAPA),Not Reported,State Verified,1744,Not Reported,TZA,TZA,Not Applicable,Not Applicable,Greater Ruaha Katavi,,Tanzania,East Africa West Indian Ocean,0
56978,301552,301552,Rukwa,Rukwa,Forest Reserve,National,Not Reported,Not Applicable,Designated,1961,Federal or national ministry or agency,Not Reported,Tanzania Forest Services (TFS) Agency,Not Reported,State Verified,1747,TZ-20,TZA,TZA,Not Applicable,Not Applicable,Greater Ruaha Katavi,,Tanzania,East Africa West Indian Ocean,0
56992,301582,301582,Muipa,Muipa,Forest Reserve,National,Not Reported,Not Applicable,Designated,1958,Federal or national ministry or agency,Not Reported,Local Authority (LAFR),Not Reported,State Verified,1747,Not Reported,TZA,TZA,Not Applicable,Not Applicable,Greater Ruaha Katavi,,Tanzania,East Africa West Indian Ocean,0
2726,7438,7438,Rungwa River G.C.A.,Rungwa River G.C.A.,Game Reserve,National,IV,Not Applicable,Designated,1951,Federal or national ministry or agency,Not Reported,Tanzania National Parks (TANAPA),Not Reported,State Verified,1744,Not Reported,TZA,TZA,Not Applicable,Not Applicable,Greater Ruaha Katavi,,Tanzania,East Africa West Indian Ocean,0
56978,301552,301552,Rukwa,Rukwa,Forest Reserve,National,Not Reported,Not Applicable,Designated,1961,Federal or national ministry or agency,Not Reported,Tanzania Forest Services (TFS) Agency,Not Reported,State Verified,1747,TZ-20,TZA,TZA,Not Applicable,Not Applicable,Greater Ruaha Katavi,,Tanzania,East Africa West Indian Ocean,0
56996,301589,301589,Lukwati,Lukwati,Forest Reserve,National,Not Reported,Not Applicable,Designated,1958,Federal or national ministry or agency,Not Reported,Tanzania Forest Services (TFS) Agency,Not Reported,State Verified,1747,Not Reported,TZA,TZA,Not Applicable,Not Applicable,Greater Ruaha Katavi,,Tanzania,East Africa West Indian Ocean,0
6096,18438,18438,Rwenzori Mountains,Rwenzori Mountains,National Park,National,II,Not Applicable,Designated,1991,Federal or national ministry or agency,State,Uganda Wildlife Authority,Not Reported,State Verified,1442,UG-406,UGA,UGA,Not Applicable,Not Applicable,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Central Africa,0
11833,61608,61608,Rwenzori Mountains National Park,Monts Rwenzori,World Heritage Site (natural or mixed),International,Not Applicable,(vii)(x),Inscribed,1994,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,946,UG-406,UGA,UGA,Not Applicable,Not Applicable,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Central Africa,0
40135,166889,166889,Virunga,Virunga,National Park,National,II,Not Applicable,Designated,1925,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1962,Not Reported,COD,COD,Not Applicable,Not Applicable,Northern Albertine Rift,Africa,"DRC, Rwanda, Uganda",Central Africa,0
8597,28839,28839,Petit Loango,Petit Loango,Faunal Reserve,National,Not Reported,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
8601,28846,28846,Iguela,Iguela,Hunting Area,National,IV,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
57953,303874,303874,Loango,Loango,National Park,National,Not Reported,Not Applicable,Designated,2002,Federal or national ministry or agency,Not Reported,Not Reported,Currently being developed,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
8597,28839,28839,Petit Loango,Petit Loango,Faunal Reserve,National,Not Reported,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,442
13706,67932,67932,Petit Loango,Petit Loango,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iii)(iv),Designated,1986,Not Reported,Not Reported,Not Reported,Management Plan is ImplentedNot Available,State Verified,1856,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,442
57953,303874,303874,Loango,Loango,National Park,National,Not Reported,Not Applicable,Designated,2002,Federal or national ministry or agency,Not Reported,Not Reported,Currently being developed,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,442
8598,28840,28840,Ouanga Plain,Ouanga Plain,Faunal Reserve,National,Not Reported,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
13707,67933,67933,Sett├® Cama,Sett├® Cama,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iii)(iv)(viii),Designated,1986,Not Reported,Not Reported,Not Reported,Management Plan is ImplentedNot Available,State Verified,1856,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
57955,303877,303877,Moukalaba-Doudou,Moukalaba-Doudou,National Park,National,Not Reported,Not Applicable,Designated,2002,Federal or national ministry or agency,Not Reported,Not Reported,Yes,Not Reported,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
8599,28844,28844,Ngove-Ndogo,Ngove-Ndogo,Hunting Area,National,IV,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
8600,28845,28845,Sette-Cama,Sette-Cama,Hunting Area,National,Not Reported,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
13707,67933,67933,Sett├® Cama,Sett├® Cama,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iii)(iv)(viii),Designated,1986,Not Reported,Not Reported,Not Reported,Management Plan is ImplentedNot Available,State Verified,1856,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
8599,28844,28844,Ngove-Ndogo,Ngove-Ndogo,Hunting Area,National,IV,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
8600,28845,28845,Sette-Cama,Sette-Cama,Hunting Area,National,Not Reported,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
57955,303877,303877,Moukalaba-Doudou,Moukalaba-Doudou,National Park,National,Not Reported,Not Applicable,Designated,2002,Federal or national ministry or agency,Not Reported,Not Reported,Yes,Not Reported,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
8599,28844,28844,Ngove-Ndogo,Ngove-Ndogo,Hunting Area,National,IV,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
13706,67932,67932,Petit Loango,Petit Loango,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iii)(iv),Designated,1986,Not Reported,Not Reported,Not Reported,Management Plan is ImplentedNot Available,State Verified,1856,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
57953,303874,303874,Loango,Loango,National Park,National,Not Reported,Not Applicable,Designated,2002,Federal or national ministry or agency,Not Reported,Not Reported,Currently being developed,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
8599,28844,28844,Ngove-Ndogo,Ngove-Ndogo,Hunting Area,National,IV,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,1
40107,166788,166788,Monts Doudou,Monts Doudou,Wildlife Management Area,National,Not Reported,Not Applicable,Designated,1998,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,1
57955,303877,303877,Moukalaba-Doudou,Moukalaba-Doudou,National Park,National,Not Reported,Not Applicable,Designated,2002,Federal or national ministry or agency,Not Reported,Not Reported,Yes,Not Reported,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,1
8600,28845,28845,Sette-Cama,Sette-Cama,Hunting Area,National,Not Reported,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
13706,67932,67932,Petit Loango,Petit Loango,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iii)(iv),Designated,1986,Not Reported,Not Reported,Not Reported,Management Plan is ImplentedNot Available,State Verified,1856,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
57953,303874,303874,Loango,Loango,National Park,National,Not Reported,Not Applicable,Designated,2002,Federal or national ministry or agency,Not Reported,Not Reported,Currently being developed,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
8600,28845,28845,Sette-Cama,Sette-Cama,Hunting Area,National,Not Reported,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,2
13707,67933,67933,Sett├® Cama,Sett├® Cama,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iii)(iv)(viii),Designated,1986,Not Reported,Not Reported,Not Reported,Management Plan is ImplentedNot Available,State Verified,1856,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,2
40107,166788,166788,Monts Doudou,Monts Doudou,Wildlife Management Area,National,Not Reported,Not Applicable,Designated,1998,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,2
8600,28845,28845,Sette-Cama,Sette-Cama,Hunting Area,National,Not Reported,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
13707,67933,67933,Sett├® Cama,Sett├® Cama,"Ramsar Site, Wetland of International Importance",International,Not Reported,(ii)(iii)(iv)(viii),Designated,1986,Not Reported,Not Reported,Not Reported,Management Plan is ImplentedNot Available,State Verified,1856,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
57955,303877,303877,Moukalaba-Doudou,Moukalaba-Doudou,National Park,National,Not Reported,Not Applicable,Designated,2002,Federal or national ministry or agency,Not Reported,Not Reported,Yes,Not Reported,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
8600,28845,28845,Sette-Cama,Sette-Cama,Hunting Area,National,Not Reported,Not Applicable,Designated,1966,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
40107,166788,166788,Monts Doudou,Monts Doudou,Wildlife Management Area,National,Not Reported,Not Applicable,Designated,1998,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
57955,303877,303877,Moukalaba-Doudou,Moukalaba-Doudou,National Park,National,Not Reported,Not Applicable,Designated,2002,Federal or national ministry or agency,Not Reported,Not Reported,Yes,Not Reported,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
8602,28847,28847,Moukalaba,Moukalaba,Hunting Reserve,National,Not Reported,Not Applicable,Designated,1962,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,1
8603,28848,28848,Moukalaba-Dougoua,Moukalaba-Dougoua,Faunal Reserve,National,IV,Not Applicable,Designated,1962,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,1
57955,303877,303877,Moukalaba-Doudou,Moukalaba-Doudou,National Park,National,Not Reported,Not Applicable,Designated,2002,Federal or national ministry or agency,Not Reported,Not Reported,Yes,Not Reported,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,1
8603,28848,28848,Moukalaba-Dougoua,Moukalaba-Dougoua,Faunal Reserve,National,IV,Not Applicable,Designated,1962,Not Reported,Not Reported,Not Reported,Not Reported,State Verified,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
40107,166788,166788,Monts Doudou,Monts Doudou,Wildlife Management Area,National,Not Reported,Not Applicable,Designated,1998,Not Reported,Not Reported,Not Reported,Not Reported,Not Reported,1959,GA-8,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
57955,303877,303877,Moukalaba-Doudou,Moukalaba-Doudou,National Park,National,Not Reported,Not Applicable,Designated,2002,Federal or national ministry or agency,Not Reported,Not Reported,Yes,Not Reported,1959,GA-5,GAB,GAB,Not Applicable,Not Applicable,West Central Africa Rainforest,Africa,Multiple,Central Africa,0
9558,32790,32790,Msima GCA,Msima GCA,Game controlled area,National,VI,Not Applicable,Designated,1974,Federal or national ministry or agency,Not Reported,Tanzania Wildlife Authority (TAWA),Not Reported,State Verified,1744,Not Reported,TZA,TZA,Not Applicable,Not Applicable,Greater Ruaha Katavi,,Tanzania,East Africa West Indian Ocean,0
